id,catalogue_id,gaussian_id,source_id,tile_id,sbid,obs_start_time,n_gaus,ra,dec,e_ra,e_dec,total_flux_gaussian,e_total_flux_gaussian_pybdsf,e_total_flux_gaussian,total_flux_source,e_total_flux_source_pybdsf,e_total_flux_source,peak_flux,e_peak_flux,maj,e_maj,min,e_min,pa,e_pa,dc_maj,e_dc_maj,dc_min,e_dc_min,dc_pa,e_dc_pa,s_code,separation_tile_centre,noise,gal_lon,gal_lat
2241032,4549,RACS_2144-25A_2568,RACS_2144-25A_2292,RACS_2144-25A,8576,58598.86623,1,328.072501,-26.615146,0.63,0.65,5.234,0.524,1.012,5.234,0.524,1.012,5.076,0.295,27.17,1.69,23.74,1.29,138.24,17.63,10.64,1.69,0.0,1.29,138.24,17.63,S,2.3575,0.294,23.079979,-50.264011
2241033,4549,RACS_2144-25A_2571,RACS_2144-25A_2294,RACS_2144-25A,8576,58598.86623,2,328.016868,-24.098368,1.28,1.44,1.891,0.44,0.77,11.094,0.823,1.519,2.079,0.268,26.26,3.75,21.67,2.53,143.36,28.89,0.0,3.75,0.0,2.53,0.0,28.89,M,2.0739,0.277,26.879583,-49.660751
2241034,4549,RACS_2144-25A_2570,RACS_2144-25A_2294,RACS_2144-25A,8576,58598.86623,2,328.024377,-24.095027,0.82,0.61,9.203,0.696,1.339,11.094,0.823,1.519,5.898,0.292,37.36,2.13,26.12,1.12,119.35,6.02,27.75,2.13,7.57,1.12,119.35,6.02,M,2.0815,0.277,26.887182,-49.666579
2241035,4549,RACS_2144-25A_2572,RACS_2144-25A_2295,RACS_2144-25A,8576,58598.86623,1,328.007515,-22.583209,1.92,1.99,2.138,0.631,0.905,2.138,0.631,0.905,2.005,0.347,28.17,5.29,23.69,3.78,137.28,43.59,12.92,5.29,0.0,3.78,137.28,43.59,S,3.1192,0.344,29.127501,-49.259286
2241036,4549,RACS_2144-25A_2573,RACS_2144-25A_2296,RACS_2144-25A,8576,58598.86623,1,328.08358,-27.337837,1.23,2.22,2.859,0.651,0.956,2.859,0.651,0.956,2.551,0.337,33.58,5.56,20.88,2.2,157.27,12.99,0.0,5.56,0.0,2.2,0.0,12.99,S,2.8709,0.342,21.97074,-50.409362
2241037,4549,RACS_2144-25A_2574,RACS_2144-25A_2297,RACS_2144-25A,8576,58598.86623,1,328.045611,-25.528336,1.31,1.28,6.157,0.87,1.274,6.157,0.87,1.274,3.742,0.355,33.05,3.21,31.13,2.89,50.24,66.06,21.61,3.21,18.55,2.89,50.24,66.06,S,1.8581,0.329,24.731609,-50.016476
2241038,4549,RACS_2144-25A_2575,RACS_2144-25A_2298,RACS_2144-25A,8576,58598.86623,1,328.022819,-23.944541,2.32,1.92,1.778,0.513,0.808,1.778,0.513,0.808,1.51,0.263,30.89,6.05,23.84,3.69,122.05,30.24,18.12,6.05,0.0,3.69,122.05,30.24,S,2.16,0.257,27.111883,-49.628106
2241039,4549,RACS_2144-25A_2579,RACS_2144-25A_2301,RACS_2144-25A,8576,58598.86623,1,328.029706,-24.692593,1.9,1.71,2.461,0.561,0.875,2.461,0.561,0.875,1.866,0.267,31.83,4.97,25.91,3.39,126.13,30.65,19.68,4.97,6.81,3.39,126.13,30.65,S,1.8588,0.254,25.991158,-49.81425
2241040,4549,RACS_2144-25A_2582,RACS_2144-25A_2302,RACS_2144-25A,8576,58598.86623,3,327.990171,-22.995172,2.91,3.42,2.931,0.966,1.196,47.382,1.361,4.052,1.698,0.38,35.34,8.35,30.57,6.49,24.33,67.13,24.98,8.35,17.55,6.49,24.33,67.13,M,2.781,0.352,28.5125,-49.355117
2241041,4549,RACS_2144-25A_2580,RACS_2144-25A_2302,RACS_2144-25A,8576,58598.86623,3,327.991584,-22.981167,0.13,0.14,33.993,0.672,2.957,47.382,1.361,4.052,30.497,0.361,27.16,0.33,25.69,0.3,144.68,8.28,10.53,0.33,5.89,0.3,144.68,8.28,M,2.7927,0.352,28.533756,-49.352641
2241042,4549,RACS_2144-25A_2581,RACS_2144-25A_2302,RACS_2144-25A,8576,58598.86623,3,327.996141,-22.977083,0.44,0.48,10.457,0.685,1.409,47.382,1.361,4.052,9.17,0.36,29.51,1.27,24.18,0.87,140.56,8.09,15.64,1.27,0.0,0.87,140.56,8.09,M,2.7985,0.352,28.541515,-49.355597
2241043,4549,RACS_2144-25A_2583,RACS_2144-25A_2303,RACS_2144-25A,8576,58598.86623,1,328.047187,-26.171526,0.99,1.06,3.421,0.528,0.909,3.421,0.528,0.909,3.272,0.294,28.74,2.89,22.75,1.82,138.56,16.46,14.17,2.89,0.0,1.82,138.56,16.46,S,2.0896,0.293,23.752129,-50.153257
2241044,4549,RACS_2144-25A_2591,RACS_2144-25A_2308,RACS_2144-25A,8576,58598.86623,1,328.005987,-23.794833,2.24,2.26,1.717,0.549,0.829,1.717,0.549,0.829,1.553,0.294,29.97,6.41,23.08,3.86,134.77,32.56,16.5,6.41,0.0,3.86,134.77,32.56,S,2.2342,0.29,27.329658,-49.575863
2241045,4549,RACS_2144-25A_2593,RACS_2144-25A_2310,RACS_2144-25A,8576,58598.86623,1,328.025161,-25.544855,0.37,0.4,10.254,0.607,1.361,10.254,0.607,1.361,9.608,0.335,27.2,1.0,24.54,0.81,146.45,13.56,10.7,1.0,0.0,0.81,146.45,13.56,S,1.8436,0.33,24.700291,-50.002043
2241046,4549,RACS_2144-25A_2594,RACS_2144-25A_2311,RACS_2144-25A,8576,58598.86623,1,328.059378,-27.596182,1.89,2.41,3.208,0.852,1.119,3.208,0.852,1.119,2.59,0.418,33.89,6.53,22.87,3.09,144.97,19.13,22.88,6.53,0.0,3.09,144.97,19.13,S,3.0599,0.411,21.565724,-50.43415
2241047,4549,RACS_2144-25A_2596,RACS_2144-25A_2312,RACS_2144-25A,8576,58598.86623,2,327.983313,-23.680751,1.05,1.13,5.188,0.671,1.093,9.924,0.889,1.489,3.609,0.301,32.66,2.92,27.54,2.14,141.48,21.1,20.99,2.92,11.54,2.14,141.48,21.1,M,2.2888,0.283,27.491767,-49.52703
2241048,4549,RACS_2144-25A_2595,RACS_2144-25A_2312,RACS_2144-25A,8576,58598.86623,2,327.992273,-23.67464,0.89,0.89,4.736,0.584,1.016,9.924,0.889,1.489,3.893,0.295,28.05,2.16,27.12,2.03,132.82,94.69,12.68,2.16,10.52,2.03,132.82,94.69,M,2.299,0.283,27.504076,-49.533421
2241049,4549,RACS_2144-25A_2597,RACS_2144-25A_2313,RACS_2144-25A,8576,58598.86623,1,328.055176,-27.440764,1.71,2.53,1.589,0.545,0.819,1.589,0.545,0.819,1.868,0.335,29.14,6.74,18.27,2.54,148.91,17.65,0.0,6.74,0.0,2.54,0.0,17.65,S,2.9346,0.365,21.804768,-50.40301
2241050,4549,RACS_2144-25A_2598,RACS_2144-25A_2314,RACS_2144-25A,8576,58598.86623,1,327.991271,-24.036627,0.06,0.06,60.782,0.518,4.783,60.782,0.518,4.783,53.974,0.276,27.6,0.15,25.52,0.13,133.1,1.97,11.67,0.15,5.1,0.13,133.1,1.97,S,2.0858,0.269,26.963141,-49.622931
2241051,4549,RACS_2144-25A_2599,RACS_2144-25A_2315,RACS_2144-25A,8576,58598.86623,1,328.044812,-27.136066,0.7,0.83,5.759,0.622,1.097,5.759,0.622,1.097,5.044,0.326,29.82,2.14,23.96,1.4,145.96,12.4,16.25,2.14,0.0,1.4,145.96,12.4,S,2.6965,0.32,22.271935,-50.338654
2241052,4549,RACS_2144-25A_2601,RACS_2144-25A_2317,RACS_2144-25A,8576,58598.86623,1,327.991639,-24.137115,0.13,0.13,23.663,0.498,2.213,23.663,0.498,2.213,23.457,0.285,26.0,0.33,24.27,0.29,147.71,6.65,0.0,0.33,0.0,0.29,0.0,6.65,S,2.0346,0.285,26.812849,-49.647904
2241053,4549,RACS_2144-25A_2602,RACS_2144-25A_2318,RACS_2144-25A,8576,58598.86623,1,327.981237,-23.283787,1.95,3.26,1.606,0.543,0.818,1.606,0.543,0.818,1.547,0.29,34.2,8.54,18.99,2.67,151.92,15.68,0.0,8.54,0.0,2.67,0.0,15.68,S,2.5592,0.306,28.081436,-49.423213
2241054,4549,RACS_2144-25A_2604,RACS_2144-25A_2320,RACS_2144-25A,8576,58598.86623,1,328.057334,-28.207101,0.26,0.27,32.365,1.383,3.092,32.365,1.383,3.092,32.382,0.799,25.28,0.63,24.76,0.61,10.86,51.45,0.0,0.63,0.0,0.61,0.0,51.45,S,3.5673,0.799,20.618892,-50.53555
2241055,4549,RACS_2144-25A_2605,RACS_2144-25A_2321,RACS_2144-25A,8576,58598.86623,1,328.008609,-25.257925,1.66,3.07,1.833,0.514,0.811,1.833,0.514,0.811,1.584,0.255,36.65,7.87,19.75,2.39,154.73,12.96,0.0,7.87,0.0,2.39,0.0,12.96,S,1.788,0.265,25.130353,-49.92447
2241056,4549,RACS_2144-25A_2606,RACS_2144-25A_2322,RACS_2144-25A,8576,58598.86623,1,327.983082,-23.908817,0.36,0.32,10.523,0.523,1.343,10.523,0.523,1.343,9.398,0.28,27.48,0.85,25.49,0.73,105.78,16.02,11.36,0.85,4.95,0.73,105.78,16.02,S,2.1502,0.273,27.151364,-49.58405
2241057,4549,RACS_2144-25A_2607,RACS_2144-25A_2323,RACS_2144-25A,8576,58598.86623,2,328.006863,-25.719639,1.54,1.89,2.132,0.567,0.862,3.739,0.939,1.209,2.11,0.322,28.37,4.89,22.26,3.01,147.76,27.63,0.0,4.89,0.0,3.01,0.0,27.63,M,1.8737,0.325,24.429143,-50.023501
2241058,4549,RACS_2144-25A_2608,RACS_2144-25A_2323,RACS_2144-25A,8576,58598.86623,2,328.016302,-25.718128,5.6,3.77,1.607,0.749,0.967,3.739,0.939,1.209,1.119,0.325,40.46,15.08,22.19,5.04,120.09,25.44,31.8,15.08,0.0,5.04,120.09,25.44,M,1.8813,0.325,24.434264,-50.031487
2241059,4549,RACS_2144-25A_2609,RACS_2144-25A_2324,RACS_2144-25A,8576,58598.86623,1,328.056282,-28.308945,1.44,2.57,10.443,2.6,2.877,10.443,2.6,2.877,7.814,1.217,33.99,6.08,24.63,3.34,4.77,22.29,0.0,6.08,0.0,3.34,0.0,22.29,S,3.6546,1.172,20.460503,-50.551089
2241060,4549,RACS_2144-25A_2610,RACS_2144-25A_2325,RACS_2144-25A,8576,58598.86623,1,327.957109,-22.312463,1.71,1.99,2.891,0.71,0.999,2.891,0.71,0.999,2.383,0.356,31.44,5.29,24.16,3.21,143.63,25.7,19.01,5.29,0.0,3.21,143.63,25.7,S,3.3203,0.346,29.505998,-49.139677
2241061,4549,RACS_2144-25A_2612,RACS_2144-25A_2327,RACS_2144-25A,8576,58598.86623,1,328.035699,-27.588462,0.46,0.34,13.416,0.772,1.633,13.416,0.772,1.633,11.71,0.405,29.17,1.09,24.58,0.78,104.35,7.95,0.0,1.09,0.0,0.78,0.0,7.95,S,3.0412,0.395,21.57188,-50.412135
2241062,4549,RACS_2144-25A_2613,RACS_2144-25A_2328,RACS_2144-25A,8576,58598.86623,1,327.97641,-24.420577,1.48,2.87,3.347,0.68,1.001,3.347,0.68,1.001,2.254,0.285,43.43,7.33,21.38,2.03,155.49,9.35,35.51,7.33,0.0,2.03,155.49,9.35,S,1.8977,0.291,26.382603,-49.702913
2241063,4549,RACS_2144-25A_2615,RACS_2144-25A_2330,RACS_2144-25A,8576,58598.86623,1,328.017162,-26.965714,0.88,1.16,2.625,0.532,0.867,2.625,0.532,0.867,3.447,0.363,24.49,2.94,19.45,1.79,152.19,19.31,0.0,2.94,0.0,1.79,0.0,19.31,S,2.5559,0.397,22.52682,-50.282705
2241064,4549,RACS_2144-25A_2616,RACS_2144-25A_2331,RACS_2144-25A,8576,58598.86623,1,327.942138,-22.913775,2.06,2.03,7.272,1.141,1.523,7.272,1.141,1.523,3.402,0.378,47.6,6.27,28.1,2.64,133.64,10.95,40.49,6.27,12.83,2.64,133.64,10.95,S,2.8171,0.364,28.614736,-49.290764
2241065,4549,RACS_2144-25A_2619,RACS_2144-25A_2334,RACS_2144-25A,8576,58598.86623,1,327.945427,-23.19801,0.83,1.0,4.163,0.562,0.971,4.163,0.562,0.971,3.888,0.307,29.28,2.6,22.88,1.61,146.94,13.89,0.0,2.6,0.0,1.61,0.0,13.89,S,2.6001,0.306,28.195424,-49.369022
2241066,4549,RACS_2144-25A_2622,RACS_2144-25A_2337,RACS_2144-25A,8576,58598.86623,1,327.92644,-22.330149,0.8,0.86,8.982,0.835,1.404,8.982,0.835,1.404,6.47,0.379,35.91,2.48,24.2,1.2,137.73,6.67,25.74,2.48,0.0,1.2,137.73,6.67,S,3.2904,0.366,29.467954,-49.117362
2241067,4549,RACS_2144-25A_2623,RACS_2144-25A_2338,RACS_2144-25A,8576,58598.86623,1,327.998032,-26.869973,1.17,1.43,3.026,0.651,0.964,3.026,0.651,0.964,3.168,0.385,26.92,3.61,22.2,2.44,150.29,26.82,0.0,3.61,0.0,2.44,0.0,26.82,S,2.4763,0.392,22.668841,-50.247841
2241068,4549,RACS_2144-25A_2624,RACS_2144-25A_2339,RACS_2144-25A,8576,58598.86623,1,328.015815,-28.474573,0.01,0.01,3890.179,3.658,272.837,3890.179,3.658,272.837,3778.94,2.072,25.46,0.01,25.32,0.01,67.4,3.43,4.66,0.01,3.89,0.01,67.4,3.43,S,3.782,2.057,20.194265,-50.542261
2241069,4549,RACS_2144-25A_2625,RACS_2144-25A_2340,RACS_2144-25A,8576,58598.86623,1,327.963106,-25.031554,1.5,1.3,2.749,0.528,0.871,2.749,0.528,0.871,2.364,0.273,30.68,3.99,23.71,2.43,125.31,19.8,17.78,3.99,0.0,2.43,125.31,19.8,S,1.7466,0.267,25.458299,-49.833471
2241070,4549,RACS_2144-25A_2626,RACS_2144-25A_2341,RACS_2144-25A,8576,58598.86623,1,327.940292,-23.925365,0.95,0.69,6.549,0.636,1.15,6.549,0.636,1.15,4.5,0.283,33.2,2.25,27.41,1.59,77.61,14.01,21.84,2.25,11.23,1.59,77.61,14.01,S,2.1086,0.266,27.111656,-49.550277
2241071,4549,RACS_2144-25A_2627,RACS_2144-25A_2342,RACS_2144-25A,8576,58598.86623,1,327.936493,-23.694428,1.17,1.24,5.557,0.76,1.169,5.557,0.76,1.169,3.574,0.323,32.6,3.05,29.83,2.6,32.47,42.35,20.92,3.05,16.24,2.6,32.47,42.35,S,2.2471,0.3,27.454684,-49.48901
2241072,4549,RACS_2144-25A_2628,RACS_2144-25A_2343,RACS_2144-25A,8576,58598.86623,1,328.01196,-28.301681,0.95,0.92,21.101,2.634,3.294,21.101,2.634,3.294,16.853,1.302,30.09,2.48,26.06,1.88,129.92,22.31,16.74,2.48,7.2,1.88,129.92,22.31,S,3.6289,1.247,20.461917,-50.511406
2241073,4549,RACS_2144-25A_2633,RACS_2144-25A_2348,RACS_2144-25A,8576,58598.86623,1,327.979054,-26.63899,1.2,1.37,3.045,0.581,0.92,3.045,0.581,0.92,2.728,0.311,27.55,3.27,25.34,2.78,162.66,56.41,11.58,3.27,4.04,2.78,162.66,56.41,S,2.3082,0.304,23.017963,-50.186728
2241074,4549,RACS_2144-25A_2634,RACS_2144-25A_2349,RACS_2144-25A,8576,58598.86623,1,327.959086,-25.448096,1.69,2.14,1.811,0.529,0.82,1.811,0.529,0.82,1.693,0.291,27.85,5.15,24.02,3.85,161.68,49.78,0.0,5.15,0.0,3.85,0.0,49.78,S,1.7661,0.288,24.826911,-49.922767
2241075,4549,RACS_2144-25A_2635,RACS_2144-25A_2350,RACS_2144-25A,8576,58598.86623,1,327.936797,-24.007229,0.98,3.01,2.176,0.522,0.836,2.176,0.522,0.836,1.787,0.25,38.15,7.17,19.96,2.09,170.92,10.88,0.0,7.17,0.0,2.09,0.0,10.88,S,2.0598,0.259,26.988166,-49.567462
2241076,4549,RACS_2144-25A_2636,RACS_2144-25A_2351,RACS_2144-25A,8576,58598.86623,1,327.956197,-25.544779,0.79,1.44,6.999,0.804,1.276,6.999,0.804,1.276,4.479,0.335,39.48,3.54,24.75,1.54,160.24,7.47,30.55,3.54,0.0,1.54,160.24,7.47,S,1.7829,0.323,24.679436,-49.941283
2241077,4549,RACS_2144-25A_2639,RACS_2144-25A_2354,RACS_2144-25A,8576,58598.86623,1,327.924092,-23.393961,1.82,2.03,1.354,0.438,0.738,1.354,0.438,0.738,1.432,0.261,26.24,5.17,22.53,3.81,145.08,51.61,0.0,5.17,0.0,3.81,0.0,51.61,S,2.4434,0.266,27.896964,-49.401155
2241078,4549,RACS_2144-25A_2640,RACS_2144-25A_2355,RACS_2144-25A,8576,58598.86623,3,327.953921,-26.870908,0.04,0.03,137.576,0.73,10.157,205.936,1.521,14.993,119.538,0.383,27.62,0.09,26.06,0.08,102.89,1.42,11.74,0.09,7.31,0.08,102.89,1.42,M,2.4489,0.371,22.655702,-50.20939
2241079,4549,RACS_2144-25A_2641,RACS_2144-25A_2355,RACS_2144-25A,8576,58598.86623,3,327.971545,-26.878135,0.1,0.09,54.254,0.738,4.361,205.936,1.521,14.993,46.543,0.384,28.33,0.24,25.74,0.2,123.77,2.75,13.33,0.24,6.03,0.2,123.77,2.75,M,2.4652,0.371,22.649287,-50.226198
2241080,4549,RACS_2144-25A_2642,RACS_2144-25A_2355,RACS_2144-25A,8576,58598.86623,3,327.964602,-26.874956,0.97,0.89,14.107,1.112,1.857,205.936,1.521,14.993,7.122,0.392,43.73,2.79,28.33,1.34,130.23,5.75,35.88,2.79,13.29,1.34,130.23,5.75,M,2.4585,0.371,22.652325,-50.219513
2241081,4549,RACS_2144-25A_2643,RACS_2144-25A_2356,RACS_2144-25A,8576,58598.86623,1,327.97365,-26.693523,2.67,3.06,2.523,0.807,1.053,2.523,0.807,1.053,1.677,0.349,35.12,8.16,26.8,5.0,143.02,35.29,24.66,8.16,9.6,5.0,143.02,35.29,S,2.3403,0.33,22.932947,-50.192593
2241082,4549,RACS_2144-25A_2644,RACS_2144-25A_2357,RACS_2144-25A,8576,58598.86623,2,327.925936,-24.233396,0.6,0.51,8.331,0.583,1.23,9.921,0.755,1.413,6.325,0.278,31.77,1.52,25.93,1.04,120.73,9.01,19.58,1.52,6.88,1.04,120.73,9.01,M,1.9357,0.265,26.646146,-49.613212
2241083,4549,RACS_2144-25A_2645,RACS_2144-25A_2357,RACS_2144-25A,8576,58598.86623,2,327.918093,-24.225612,2.26,2.25,1.59,0.48,0.777,9.921,0.755,1.413,1.503,0.258,32.43,6.97,20.41,2.8,133.97,17.64,20.65,6.97,0.0,2.8,133.97,17.64,M,1.9331,0.265,26.655121,-49.604384
2241084,4549,RACS_2144-25A_2647,RACS_2144-25A_2359,RACS_2144-25A,8576,58598.86623,1,327.97107,-27.353877,0.07,0.07,52.416,0.616,4.214,52.416,0.616,4.214,51.158,0.35,25.41,0.17,25.23,0.17,125.51,32.33,4.56,0.17,3.17,0.17,125.51,32.33,S,2.8201,0.348,21.917745,-50.313959
2241085,4549,RACS_2144-25A_2648,RACS_2144-25A_2360,RACS_2144-25A,8576,58598.86623,1,327.918058,-24.171524,0.35,0.31,9.653,0.49,1.274,9.653,0.49,1.274,9.01,0.27,27.0,0.84,24.82,0.71,109.85,14.37,10.15,0.84,0.0,0.71,109.85,14.37,S,1.9593,0.266,26.736051,-49.591194
2241086,4549,RACS_2144-25A_2650,RACS_2144-25A_2362,RACS_2144-25A,8576,58598.86623,1,327.891138,-22.428888,0.41,0.37,18.019,0.884,1.97,18.019,0.884,1.97,13.347,0.414,31.34,1.04,26.96,0.79,123.28,8.43,18.86,1.04,10.09,0.79,123.28,8.43,S,3.1891,0.393,29.309183,-49.113433
2241087,4549,RACS_2144-25A_2651,RACS_2144-25A_2363,RACS_2144-25A,8576,58598.86623,1,327.963654,-27.153329,1.77,1.74,4.481,0.781,1.128,4.481,0.781,1.128,2.957,0.331,39.64,5.43,23.92,2.18,133.52,10.75,30.76,5.43,0.0,2.18,133.52,10.75,S,2.6614,0.322,22.224496,-50.270863
2241088,4549,RACS_2144-25A_2653,RACS_2144-25A_2365,RACS_2144-25A,8576,58598.86623,1,327.986094,-28.479562,1.31,2.01,15.321,3.689,4.01,15.321,3.689,4.01,14.534,2.017,30.68,5.06,21.52,2.51,154.88,17.69,0.0,5.06,0.0,2.51,0.0,17.69,S,3.7741,2.038,20.180048,-50.517247
2241089,4549,RACS_2144-25A_2654,RACS_2144-25A_2366,RACS_2144-25A,8576,58598.86623,1,327.937678,-25.698018,1.21,1.88,4.401,0.804,1.14,4.401,0.804,1.14,3.06,0.359,34.2,4.47,26.29,2.77,167.5,20.02,23.34,4.47,8.11,2.77,167.5,20.02,S,1.8077,0.34,24.441288,-49.957985
2241090,4549,RACS_2144-25A_2655,RACS_2144-25A_2367,RACS_2144-25A,8576,58598.86623,1,327.910872,-24.414299,0.04,0.04,79.182,0.509,6.064,79.182,0.509,6.064,76.933,0.288,25.42,0.1,25.32,0.09,109.37,47.57,4.51,0.1,4.03,0.09,109.37,47.57,S,1.8451,0.286,26.369984,-49.643465
2241091,4549,RACS_2144-25A_2656,RACS_2144-25A_2368,RACS_2144-25A,8576,58598.86623,1,327.90583,-24.052983,0.12,0.11,30.198,0.512,2.664,30.198,0.512,2.664,27.403,0.277,26.58,0.27,25.93,0.26,96.24,16.19,8.99,0.27,6.87,0.26,96.24,16.19,S,2.0112,0.271,26.909057,-49.551332
2241092,4549,RACS_2144-25A_2657,RACS_2144-25A_2369,RACS_2144-25A,8576,58598.86623,1,327.943812,-26.336805,4.11,3.16,11.24,1.874,2.273,11.24,1.874,2.273,2.045,0.292,67.32,10.03,51.06,6.98,110.24,25.21,62.51,10.03,44.52,6.98,110.24,25.21,S,2.0988,0.313,23.47038,-50.095958
2241093,4549,RACS_2144-25A_2658,RACS_2144-25A_2370,RACS_2144-25A,8576,58598.86623,1,327.922802,-24.796859,2.25,2.07,1.458,0.479,0.769,1.458,0.479,0.769,1.345,0.262,26.92,5.41,25.17,4.74,115.19,121.23,9.97,5.41,2.94,4.74,115.19,121.23,S,1.7411,0.257,25.799152,-49.74407
2241094,4549,RACS_2144-25A_2660,RACS_2144-25A_2372,RACS_2144-25A,8576,58598.86623,2,327.881276,-22.825111,0.74,0.64,9.645,0.862,1.457,13.41,1.216,1.884,7.432,0.415,30.8,1.84,26.37,1.38,119.42,15.2,17.96,1.84,8.36,1.38,119.42,15.2,M,2.8545,0.396,28.722499,-49.21293
2241095,4549,RACS_2144-25A_2661,RACS_2144-25A_2372,RACS_2144-25A,8576,58598.86623,2,327.891337,-22.824907,1.62,1.88,3.765,0.858,1.148,13.41,1.216,1.884,2.918,0.415,30.76,4.68,26.25,3.49,149.68,39.12,17.88,4.68,8.0,3.49,149.68,39.12,M,2.8601,0.396,28.726626,-49.221805
2241096,4549,RACS_2144-25A_2664,RACS_2144-25A_2375,RACS_2144-25A,8576,58598.86623,1,327.912743,-24.931156,2.51,3.22,1.958,0.571,0.855,1.958,0.571,0.855,1.385,0.252,39.37,9.04,22.45,3.23,143.45,16.48,30.41,9.04,0.0,3.23,143.45,16.48,S,1.7105,0.25,25.593617,-49.766129
2241097,4549,RACS_2144-25A_2666,RACS_2144-25A_2377,RACS_2144-25A,8576,58598.86623,1,327.893679,-24.005127,0.97,1.14,4.219,0.562,0.974,4.219,0.562,0.974,3.369,0.275,32.84,3.09,23.85,1.69,142.8,11.41,21.28,3.09,0.0,1.69,142.8,11.41,S,2.0282,0.267,26.976309,-49.528775
2241098,4549,RACS_2144-25A_2667,RACS_2144-25A_2378,RACS_2144-25A,8576,58598.86623,1,327.884914,-23.791743,0.13,0.11,30.223,0.551,2.673,30.223,0.551,2.673,27.862,0.301,27.07,0.3,25.06,0.26,108.86,5.17,10.35,0.3,1.68,0.26,108.86,5.17,S,2.1488,0.295,27.291426,-49.467852
2241099,4549,RACS_2144-25A_2669,RACS_2144-25A_2380,RACS_2144-25A,8576,58598.86623,1,327.911572,-25.822696,1.58,2.46,2.862,0.743,1.021,2.862,0.743,1.021,2.19,0.355,32.21,5.8,25.37,3.71,177.11,30.35,20.3,5.8,4.24,3.71,177.11,30.35,S,1.828,0.34,24.244147,-49.961534
2241100,4549,RACS_2144-25A_2670,RACS_2144-25A_2381,RACS_2144-25A,8576,58598.86623,1,327.852253,-22.202334,0.59,0.58,8.478,0.724,1.311,8.478,0.724,1.311,7.426,0.382,26.91,1.4,26.56,1.36,95.99,154.8,9.92,1.4,8.89,1.36,95.99,154.8,S,3.3662,0.371,29.625905,-49.015673
2241101,4549,RACS_2144-25A_2673,RACS_2144-25A_2384,RACS_2144-25A,8576,58598.86623,1,327.90444,-25.991188,0.24,0.26,13.608,0.546,1.552,13.608,0.546,1.552,13.256,0.309,25.93,0.62,24.75,0.56,4.57,19.84,0.0,0.62,0.0,0.56,0.0,19.84,S,1.8915,0.308,23.985892,-49.990624
2241102,4549,RACS_2144-25A_2678,RACS_2144-25A_2389,RACS_2144-25A,8576,58598.86623,1,327.943475,-28.463626,1.49,1.52,9.775,2.599,2.856,9.775,2.599,2.856,10.799,1.602,24.14,3.64,23.49,3.43,143.53,179.09,0.0,3.64,0.0,3.43,0.0,179.09,S,3.7425,1.646,20.195504,-50.477739
2241103,4549,RACS_2144-25A_2679,RACS_2144-25A_2390,RACS_2144-25A,8576,58598.86623,1,327.91303,-26.879933,1.39,1.5,3.26,0.702,1.011,3.26,0.702,1.011,2.94,0.378,27.43,3.67,25.29,3.12,149.38,65.24,11.29,3.67,3.66,3.12,149.38,65.24,S,2.4297,0.369,22.631015,-50.175301
2241104,4549,RACS_2144-25A_2680,RACS_2144-25A_2391,RACS_2144-25A,8576,58598.86623,1,327.863981,-23.697471,1.18,1.63,2.984,0.595,0.925,2.984,0.595,0.925,2.568,0.309,29.71,3.91,24.46,2.69,164.42,26.97,0.0,3.91,0.0,2.69,0.0,26.97,S,2.1947,0.301,27.424311,-49.425542
2241105,4549,RACS_2144-25A_2681,RACS_2144-25A_2392,RACS_2144-25A,8576,58598.86623,1,327.848271,-22.615148,0.7,0.78,6.856,0.883,1.319,6.856,0.883,1.319,7.455,0.538,25.37,1.94,22.68,1.55,148.23,27.08,0.0,1.94,0.0,1.55,0.0,27.08,S,3.0106,0.551,29.018928,-49.126623
2241106,4549,RACS_2144-25A_2682,RACS_2144-25A_2393,RACS_2144-25A,8576,58598.86623,1,327.860484,-23.527359,1.72,1.48,2.62,0.583,0.898,2.62,0.583,0.898,2.232,0.301,29.79,4.38,24.64,3.05,121.81,31.02,16.18,4.38,0.0,3.05,121.81,31.02,S,2.3078,0.292,27.67585,-49.379121
2241107,4549,RACS_2144-25A_2683,RACS_2144-25A_2394,RACS_2144-25A,8576,58598.86623,1,327.841419,-22.479216,0.82,0.81,6.545,0.843,1.276,6.545,0.843,1.276,6.341,0.476,25.91,1.98,24.94,1.84,128.22,83.19,6.67,1.98,0.0,1.84,128.22,83.19,S,3.1222,0.473,29.215912,-49.083189
2241108,4549,RACS_2144-25A_2684,RACS_2144-25A_2396,RACS_2144-25A,8576,58598.86623,1,327.895125,-26.410466,0.59,0.77,4.802,0.515,0.982,4.802,0.515,0.982,4.818,0.296,28.01,1.93,22.26,1.22,152.67,11.17,0.0,1.93,0.0,1.22,0.0,11.17,S,2.1066,0.299,23.344289,-50.067996
2241109,4549,RACS_2144-25A_2685,RACS_2144-25A_2397,RACS_2144-25A,8576,58598.86623,1,327.861266,-24.865961,0.05,0.04,74.742,0.501,5.754,74.742,0.501,5.754,69.135,0.275,26.57,0.11,25.44,0.1,84.61,3.02,8.98,0.11,4.69,0.1,84.61,3.02,S,1.6736,0.27,25.675188,-49.705704
